rh    vr    ne    p    pw
   2.97072E+00   1.48381E-01   1.39642E-03   1.01048E-04   0.00000E+00
   2.98858E+00   1.50234E-01   1.36280E-03   9.86287E-05   0.00000E+00
   3.00659E+00   1.52099E-01   1.33006E-03   9.62733E-05   0.00000E+00
   3.02472E+00   1.53975E-01   1.29819E-03   9.39800E-05   0.00000E+00
   3.04300E+00   1.55863E-01   1.26716E-03   9.17470E-05   0.00000E+00
   3.06141E+00   1.57761E-01   1.23693E-03   8.95727E-05   0.00000E+00
   3.07996E+00   1.59670E-01   1.20750E-03   8.74552E-05   0.00000E+00
   3.09865E+00   1.61591E-01   1.17884E-03   8.53932E-05   0.00000E+00
   3.11748E+00   1.63522E-01   1.15093E-03   8.33847E-05   0.00000E+00
   3.13645E+00   1.65464E-01   1.12374E-03   8.14283E-05   0.00000E+00
   3.15557E+00   1.67416E-01   1.09725E-03   7.95227E-05   0.00000E+00
   3.17482E+00   1.69379E-01   1.07145E-03   7.76662E-05   0.00000E+00
   3.19423E+00   1.71352E-01   1.04632E-03   7.58576E-05   0.00000E+00
   3.21378E+00   1.73336E-01   1.02183E-03   7.40954E-05   0.00000E+00
   3.23348E+00   1.75330E-01   9.97970E-04   7.23783E-05   0.00000E+00
   3.25333E+00   1.77333E-01   9.74721E-04   7.07051E-05   0.00000E+00
   3.27332E+00   1.79347E-01   9.52067E-04   6.90745E-05   0.00000E+00
   3.29347E+00   1.81371E-01   9.29989E-04   6.74853E-05   0.00000E+00
   3.31377E+00   1.83404E-01   9.08473E-04   6.59364E-05   0.00000E+00
   3.33422E+00   1.85447E-01   8.87503E-04   6.44266E-05   0.00000E+00
   3.35483E+00   1.87499E-01   8.67063E-04   6.29548E-05   0.00000E+00
   3.37559E+00   1.89561E-01   8.47139E-04   6.15201E-05   0.00000E+00
   3.39650E+00   1.91632E-01   8.27717E-04   6.01213E-05   0.00000E+00
   3.41758E+00   1.93713E-01   8.08782E-04   5.87574E-05   0.00000E+00
   3.43881E+00   1.95802E-01   7.90322E-04   5.74276E-05   0.00000E+00
   3.46021E+00   1.97901E-01   7.72323E-04   5.61308E-05   0.00000E+00
   3.48176E+00   2.00008E-01   7.54774E-04   5.48661E-05   0.00000E+00
   3.50348E+00   2.02124E-01   7.37661E-04   5.36328E-05   0.00000E+00
   3.52536E+00   2.04249E-01   7.20973E-04   5.24299E-05   0.00000E+00
   3.54741E+00   2.06382E-01   7.04697E-04   5.12565E-05   0.00000E+00
   3.56962E+00   2.08524E-01   6.88824E-04   5.01119E-05   0.00000E+00
   3.59200E+00   2.10674E-01   6.73342E-04   4.89954E-05   0.00000E+00
   3.61455E+00   2.12832E-01   6.58240E-04   4.79061E-05   0.00000E+00
   3.63727E+00   2.14999E-01   6.43509E-04   4.68433E-05   0.00000E+00
   3.66016E+00   2.17173E-01   6.29138E-04   4.58064E-05   0.00000E+00
   3.68322E+00   2.19356E-01   6.15118E-04   4.47945E-05   0.00000E+00
   3.70646E+00   2.21546E-01   6.01439E-04   4.38071E-05   0.00000E+00
   3.72987E+00   2.23744E-01   5.88092E-04   4.28435E-05   0.00000E+00
   3.75346E+00   2.25950E-01   5.75070E-04   4.19031E-05   0.00000E+00
   3.77722E+00   2.28163E-01   5.62361E-04   4.09852E-05   0.00000E+00
   3.80117E+00   2.30383E-01   5.49960E-04   4.00892E-05   0.00000E+00
   3.82529E+00   2.32611E-01   5.37856E-04   3.92147E-05   0.00000E+00
   3.84960E+00   2.34846E-01   5.26043E-04   3.83609E-05   0.00000E+00
   3.87409E+00   2.37087E-01   5.14513E-04   3.75274E-05   0.00000E+00
   3.89876E+00   2.39336E-01   5.03259E-04   3.67137E-05   0.00000E+00
   3.92362E+00   2.41592E-01   4.92273E-04   3.59191E-05   0.00000E+00
   3.94867E+00   2.43855E-01   4.81548E-04   3.51433E-05   0.00000E+00
   3.97391E+00   2.46124E-01   4.71078E-04   3.43858E-05   0.00000E+00
   3.99933E+00   2.48400E-01   4.60855E-04   3.36460E-05   0.00000E+00
   4.02495E+00   2.50682E-01   4.50875E-04   3.29235E-05   0.00000E+00
   4.05076E+00   2.52970E-01   4.41129E-04   3.22179E-05   0.00000E+00
   4.07677E+00   2.55265E-01   4.31612E-04   3.15287E-05   0.00000E+00
   4.10297E+00   2.57566E-01   4.22319E-04   3.08555E-05   0.00000E+00
   4.12937E+00   2.59873E-01   4.13243E-04   3.01979E-05   0.00000E+00
   4.15597E+00   2.62186E-01   4.04379E-04   2.95555E-05   0.00000E+00
   4.18277E+00   2.64505E-01   3.95722E-04   2.89280E-05   0.00000E+00
   4.20977E+00   2.66829E-01   3.87266E-04   2.83148E-05   0.00000E+00
   4.23697E+00   2.69159E-01   3.79006E-04   2.77158E-05   0.00000E+00
   4.26438E+00   2.71495E-01   3.70938E-04   2.71305E-05   0.00000E+00
   4.29200E+00   2.73836E-01   3.63056E-04   2.65586E-05   0.00000E+00
   4.31982E+00   2.76183E-01   3.55355E-04   2.59997E-05   0.00000E+00
   4.34786E+00   2.78534E-01   3.47832E-04   2.54536E-05   0.00000E+00
   4.37610E+00   2.80891E-01   3.40481E-04   2.49198E-05   0.00000E+00
   4.40456E+00   2.83253E-01   3.33299E-04   2.43982E-05   0.00000E+00
   4.43323E+00   2.85620E-01   3.26281E-04   2.38883E-05   0.00000E+00
   4.46212E+00   2.87992E-01   3.19423E-04   2.33900E-05   0.00000E+00
   4.49123E+00   2.90368E-01   3.12721E-04   2.29029E-05   0.00000E+00
   4.52055E+00   2.92749E-01   3.06171E-04   2.24267E-05   0.00000E+00
   4.55010E+00   2.95134E-01   2.99770E-04   2.19612E-05   0.00000E+00
   4.57987E+00   2.97524E-01   2.93514E-04   2.15062E-05   0.00000E+00
   4.60986E+00   2.99917E-01   2.87400E-04   2.10614E-05   0.00000E+00
   4.64008E+00   3.02315E-01   2.81423E-04   2.06265E-05   0.00000E+00
   4.67053E+00   3.04716E-01   2.75582E-04   2.02013E-05   0.00000E+00
   4.70120E+00   3.07120E-01   2.69873E-04   1.97856E-05   0.00000E+00
   4.73211E+00   3.09527E-01   2.64293E-04   1.93793E-05   0.00000E+00
   4.76324E+00   3.11936E-01   2.58839E-04   1.89821E-05   0.00000E+00
   4.79460E+00   3.14346E-01   2.53512E-04   1.85939E-05   0.00000E+00
   4.82616E+00   3.16758E-01   2.48308E-04   1.82147E-05   0.00000E+00
   4.85792E+00   3.19169E-01   2.43227E-04   1.78443E-05   0.00000E+00
   4.88986E+00   3.21581E-01   2.38266E-04   1.74826E-05   0.00000E+00
   4.92199E+00   3.23993E-01   2.33422E-04   1.71294E-05   0.00000E+00
   4.95430E+00   3.26404E-01   2.28692E-04   1.67844E-05   0.00000E+00
   4.98680E+00   3.28815E-01   2.24073E-04   1.64474E-05   0.00000E+00
   5.01947E+00   3.31225E-01   2.19562E-04   1.61182E-05   0.00000E+00
   5.05234E+00   3.33635E-01   2.15157E-04   1.57966E-05   0.00000E+00
   5.08538E+00   3.36044E-01   2.10853E-04   1.54824E-05   0.00000E+00
   5.11861E+00   3.38452E-01   2.06649E-04   1.51754E-05   0.00000E+00
   5.15203E+00   3.40859E-01   2.02542E-04   1.48755E-05   0.00000E+00
   5.18564E+00   3.43266E-01   1.98529E-04   1.45823E-05   0.00000E+00
   5.21944E+00   3.45671E-01   1.94608E-04   1.42958E-05   0.00000E+00
   5.25343E+00   3.48075E-01   1.90776E-04   1.40157E-05   0.00000E+00
   5.28761E+00   3.50478E-01   1.87031E-04   1.37420E-05   0.00000E+00
   5.32199E+00   3.52880E-01   1.83371E-04   1.34744E-05   0.00000E+00
   5.35655E+00   3.55280E-01   1.79794E-04   1.32128E-05   0.00000E+00
   5.39132E+00   3.57679E-01   1.76297E-04   1.29570E-05   0.00000E+00
   5.42627E+00   3.60077E-01   1.72878E-04   1.27069E-05   0.00000E+00
   5.46143E+00   3.62473E-01   1.69536E-04   1.24623E-05   0.00000E+00
   5.49679E+00   3.64867E-01   1.66268E-04   1.22231E-05   0.00000E+00
   5.53234E+00   3.67260E-01   1.63072E-04   1.19892E-05   0.00000E+00
   5.56809E+00   3.69651E-01   1.59947E-04   1.17604E-05   0.00000E+00
   5.60405E+00   3.72041E-01   1.56891E-04   1.15366E-05   0.00000E+00
   5.64021E+00   3.74429E-01   1.53902E-04   1.13176E-05   0.00000E+00
   5.67657E+00   3.76814E-01   1.50978E-04   1.11034E-05   0.00000E+00
   5.71314E+00   3.79199E-01   1.48117E-04   1.08939E-05   0.00000E+00
   5.74991E+00   3.81581E-01   1.45319E-04   1.06888E-05   0.00000E+00
   5.78690E+00   3.83961E-01   1.42581E-04   1.04882E-05   0.00000E+00
   5.82409E+00   3.86339E-01   1.39903E-04   1.02918E-05   0.00000E+00
   5.86149E+00   3.88715E-01   1.37282E-04   1.00996E-05   0.00000E+00
   5.89910E+00   3.91089E-01   1.34717E-04   9.91155E-06   0.00000E+00
   5.93692E+00   3.93461E-01   1.32207E-04   9.72744E-06   0.00000E+00
   5.97496E+00   3.95831E-01   1.29750E-04   9.54723E-06   0.00000E+00
   6.01321E+00   3.98199E-01   1.27345E-04   9.37081E-06   0.00000E+00
   6.05168E+00   4.00564E-01   1.24992E-04   9.19809E-06   0.00000E+00
   6.09036E+00   4.02927E-01   1.22688E-04   9.02899E-06   0.00000E+00
   6.12927E+00   4.05288E-01   1.20432E-04   8.86342E-06   0.00000E+00
   6.16839E+00   4.07647E-01   1.18223E-04   8.70129E-06   0.00000E+00
   6.20773E+00   4.10003E-01   1.16061E-04   8.54252E-06   0.00000E+00
   6.24730E+00   4.12357E-01   1.13944E-04   8.38704E-06   0.00000E+00
   6.28708E+00   4.14708E-01   1.11870E-04   8.23475E-06   0.00000E+00
   6.32710E+00   4.17057E-01   1.09839E-04   8.08560E-06   0.00000E+00
   6.36734E+00   4.19403E-01   1.07851E-04   7.93951E-06   0.00000E+00
   6.40780E+00   4.21747E-01   1.05903E-04   7.79640E-06   0.00000E+00
   6.44849E+00   4.24089E-01   1.03995E-04   7.65620E-06   0.00000E+00
   6.48942E+00   4.26428E-01   1.02126E-04   7.51885E-06   0.00000E+00
   6.53057E+00   4.28764E-01   1.00295E-04   7.38428E-06   0.00000E+00
   6.57196E+00   4.31098E-01   9.85015E-05   7.25243E-06   0.00000E+00
   6.61358E+00   4.33429E-01   9.67442E-05   7.12323E-06   0.00000E+00
   6.65543E+00   4.35757E-01   9.50223E-05   6.99663E-06   0.00000E+00
   6.69752E+00   4.38083E-01   9.33351E-05   6.87256E-06   0.00000E+00
   6.73985E+00   4.40406E-01   9.16817E-05   6.75097E-06   0.00000E+00
   6.78242E+00   4.42726E-01   9.00615E-05   6.63179E-06   0.00000E+00
   6.82523E+00   4.45043E-01   8.84736E-05   6.51499E-06   0.00000E+00
   6.86827E+00   4.47358E-01   8.69173E-05   6.40050E-06   0.00000E+00
   6.91157E+00   4.49670E-01   8.53918E-05   6.28827E-06   0.00000E+00
   6.95510E+00   4.51979E-01   8.38966E-05   6.17825E-06   0.00000E+00
   6.99888E+00   4.54285E-01   8.24309E-05   6.07039E-06   0.00000E+00
   7.04291E+00   4.56588E-01   8.09940E-05   5.96464E-06   0.00000E+00
   7.08719E+00   4.58889E-01   7.95853E-05   5.86096E-06   0.00000E+00
   7.13172E+00   4.61186E-01   7.82042E-05   5.75930E-06   0.00000E+00
   7.17649E+00   4.63481E-01   7.68500E-05   5.65961E-06   0.00000E+00
   7.22152E+00   4.65772E-01   7.55222E-05   5.56186E-06   0.00000E+00
   7.26681E+00   4.68061E-01   7.42202E-05   5.46600E-06   0.00000E+00
   7.31235E+00   4.70347E-01   7.29434E-05   5.37199E-06   0.00000E+00
   7.35815E+00   4.72629E-01   7.16913E-05   5.27978E-06   0.00000E+00
   7.40420E+00   4.74909E-01   7.04632E-05   5.18935E-06   0.00000E+00
   7.45052E+00   4.77186E-01   6.92588E-05   5.10064E-06   0.00000E+00
   7.49709E+00   4.79459E-01   6.80774E-05   5.01363E-06   0.00000E+00
   7.54393E+00   4.81730E-01   6.69186E-05   4.92828E-06   0.00000E+00
   7.59104E+00   4.83997E-01   6.57820E-05   4.84455E-06   0.00000E+00
   7.63841E+00   4.86261E-01   6.46669E-05   4.76240E-06   0.00000E+00
   7.68604E+00   4.88522E-01   6.35729E-05   4.68181E-06   0.00000E+00
   7.73395E+00   4.90780E-01   6.24997E-05   4.60274E-06   0.00000E+00
   7.78212E+00   4.93035E-01   6.14467E-05   4.52515E-06   0.00000E+00
   7.83057E+00   4.95286E-01   6.04135E-05   4.44903E-06   0.00000E+00
   7.87929E+00   4.97535E-01   5.93997E-05   4.37433E-06   0.00000E+00
   7.92829E+00   4.99780E-01   5.84049E-05   4.30102E-06   0.00000E+00
   7.97756E+00   5.02022E-01   5.74287E-05   4.22908E-06   0.00000E+00
   8.02711E+00   5.04260E-01   5.64707E-05   4.15848E-06   0.00000E+00
   8.07694E+00   5.06496E-01   5.55305E-05   4.08919E-06   0.00000E+00
   8.12705E+00   5.08728E-01   5.46078E-05   4.02118E-06   0.00000E+00
   8.17744E+00   5.10957E-01   5.37021E-05   3.95443E-06   0.00000E+00
   8.22812E+00   5.13182E-01   5.28132E-05   3.88891E-06   0.00000E+00
   8.27909E+00   5.15405E-01   5.19406E-05   3.82459E-06   0.00000E+00
   8.33034E+00   5.17623E-01   5.10840E-05   3.76146E-06   0.00000E+00
   8.38188E+00   5.19839E-01   5.02432E-05   3.69948E-06   0.00000E+00
   8.43371E+00   5.22051E-01   4.94177E-05   3.63863E-06   0.00000E+00
   8.48583E+00   5.24260E-01   4.86073E-05   3.57889E-06   0.00000E+00
   8.53825E+00   5.26465E-01   4.78117E-05   3.52024E-06   0.00000E+00
   8.59096E+00   5.28667E-01   4.70305E-05   3.46266E-06   0.00000E+00
   8.64397E+00   5.30866E-01   4.62634E-05   3.40611E-06   0.00000E+00
   8.69728E+00   5.33061E-01   4.55103E-05   3.35059E-06   0.00000E+00
   8.75089E+00   5.35253E-01   4.47707E-05   3.29607E-06   0.00000E+00
   8.80481E+00   5.37441E-01   4.40444E-05   3.24254E-06   0.00000E+00
   8.85902E+00   5.39626E-01   4.33312E-05   3.18996E-06   0.00000E+00
   8.91355E+00   5.41807E-01   4.26308E-05   3.13833E-06   0.00000E+00
   8.96838E+00   5.43985E-01   4.19429E-05   3.08762E-06   0.00000E+00
   9.02352E+00   5.46159E-01   4.12673E-05   3.03782E-06   0.00000E+00
   9.07897E+00   5.48329E-01   4.06037E-05   2.98890E-06   0.00000E+00
   9.13473E+00   5.50497E-01   3.99519E-05   2.94086E-06   0.00000E+00
   9.19081E+00   5.52660E-01   3.93117E-05   2.89366E-06   0.00000E+00
   9.24721E+00   5.54820E-01   3.86828E-05   2.84731E-06   0.00000E+00
   9.30392E+00   5.56976E-01   3.80650E-05   2.80177E-06   0.00000E+00
   9.36095E+00   5.59129E-01   3.74581E-05   2.75704E-06   0.00000E+00
   9.41831E+00   5.61278E-01   3.68619E-05   2.71310E-06   0.00000E+00
   9.47599E+00   5.63424E-01   3.62761E-05   2.66993E-06   0.00000E+00
   9.53399E+00   5.65566E-01   3.57006E-05   2.62752E-06   0.00000E+00
   9.59232E+00   5.67704E-01   3.51352E-05   2.58585E-06   0.00000E+00
   9.65098E+00   5.69839E-01   3.45796E-05   2.54491E-06   0.00000E+00
   9.70997E+00   5.71970E-01   3.40337E-05   2.50469E-06   0.00000E+00
   9.76930E+00   5.74097E-01   3.34973E-05   2.46517E-06   0.00000E+00
   9.82896E+00   5.76220E-01   3.29702E-05   2.42633E-06   0.00000E+00
   9.88895E+00   5.78340E-01   3.24522E-05   2.38817E-06   0.00000E+00
   9.94929E+00   5.80456E-01   3.19431E-05   2.35068E-06   0.00000E+00
   1.00100E+01   5.82568E-01   3.14429E-05   2.31383E-06   0.00000E+00
   1.00710E+01   5.84676E-01   3.09512E-05   2.27762E-06   0.00000E+00
   1.01323E+01   5.86781E-01   3.04680E-05   2.24204E-06   0.00000E+00
   1.01940E+01   5.88881E-01   2.99931E-05   2.20706E-06   0.00000E+00
   1.02561E+01   5.90978E-01   2.95263E-05   2.17270E-06   0.00000E+00
   1.03185E+01   5.93071E-01   2.90675E-05   2.13892E-06   0.00000E+00
   1.03813E+01   5.95160E-01   2.86165E-05   2.10572E-06   0.00000E+00
   1.04444E+01   5.97246E-01   2.81732E-05   2.07309E-06   0.00000E+00
   1.05078E+01   5.99327E-01   2.77374E-05   2.04102E-06   0.00000E+00
   1.05717E+01   6.01404E-01   2.73090E-05   2.00950E-06   0.00000E+00
   1.06359E+01   6.03478E-01   2.68879E-05   1.97852E-06   0.00000E+00
   1.07004E+01   6.05547E-01   2.64738E-05   1.94807E-06   0.00000E+00
   1.07653E+01   6.07612E-01   2.60668E-05   1.91813E-06   0.00000E+00
   1.08306E+01   6.09674E-01   2.56666E-05   1.88871E-06   0.00000E+00
   1.08962E+01   6.11731E-01   2.52731E-05   1.85978E-06   0.00000E+00
   1.09623E+01   6.13784E-01   2.48863E-05   1.83135E-06   0.00000E+00
   1.10286E+01   6.15833E-01   2.45059E-05   1.80339E-06   0.00000E+00
   1.10954E+01   6.17878E-01   2.41319E-05   1.77592E-06   0.00000E+00
   1.11625E+01   6.19919E-01   2.37641E-05   1.74890E-06   0.00000E+00
   1.12301E+01   6.21955E-01   2.34024E-05   1.72235E-06   0.00000E+00
   1.12980E+01   6.23988E-01   2.30468E-05   1.69624E-06   0.00000E+00
   1.13663E+01   6.26016E-01   2.26971E-05   1.67057E-06   0.00000E+00
   1.14349E+01   6.28040E-01   2.23532E-05   1.64534E-06   0.00000E+00
   1.15040E+01   6.30059E-01   2.20149E-05   1.62053E-06   0.00000E+00
   1.15734E+01   6.32074E-01   2.16823E-05   1.59614E-06   0.00000E+00
   1.16433E+01   6.34086E-01   2.13551E-05   1.57216E-06   0.00000E+00
   1.17135E+01   6.36092E-01   2.10334E-05   1.54858E-06   0.00000E+00
   1.17841E+01   6.38095E-01   2.07169E-05   1.52540E-06   0.00000E+00
   1.18551E+01   6.40092E-01   2.04056E-05   1.50261E-06   0.00000E+00
   1.19266E+01   6.42085E-01   2.00995E-05   1.48020E-06   0.00000E+00
   1.19984E+01   6.44074E-01   1.97983E-05   1.45817E-06   0.00000E+00
   1.20706E+01   6.46058E-01   1.95021E-05   1.43651E-06   0.00000E+00
   1.21433E+01   6.48038E-01   1.92107E-05   1.41521E-06   0.00000E+00
   1.22163E+01   6.50013E-01   1.89240E-05   1.39427E-06   0.00000E+00
   1.22898E+01   6.51983E-01   1.86420E-05   1.37368E-06   0.00000E+00
   1.23637E+01   6.53949E-01   1.83646E-05   1.35343E-06   0.00000E+00
   1.24380E+01   6.55910E-01   1.80917E-05   1.33352E-06   0.00000E+00
   1.25127E+01   6.57866E-01   1.78232E-05   1.31395E-06   0.00000E+00
   1.25878E+01   6.59818E-01   1.75591E-05   1.29470E-06   0.00000E+00
   1.26634E+01   6.61765E-01   1.72992E-05   1.27578E-06   0.00000E+00
   1.27394E+01   6.63707E-01   1.70435E-05   1.25717E-06   0.00000E+00
   1.28158E+01   6.65645E-01   1.67919E-05   1.23887E-06   0.00000E+00
   1.28926E+01   6.67577E-01   1.65444E-05   1.22088E-06   0.00000E+00
   1.29699E+01   6.69505E-01   1.63008E-05   1.20319E-06   0.00000E+00
   1.30476E+01   6.71428E-01   1.60612E-05   1.18579E-06   0.00000E+00
   1.31258E+01   6.73346E-01   1.58253E-05   1.16868E-06   0.00000E+00
   1.32044E+01   6.75259E-01   1.55932E-05   1.15186E-06   0.00000E+00
   1.32834E+01   6.77168E-01   1.53649E-05   1.13531E-06   0.00000E+00
   1.33629E+01   6.79072E-01   1.51401E-05   1.11904E-06   0.00000E+00
   1.34428E+01   6.80971E-01   1.49190E-05   1.10304E-06   0.00000E+00
   1.35232E+01   6.82865E-01   1.47013E-05   1.08731E-06   0.00000E+00
   1.36041E+01   6.84755E-01   1.44871E-05   1.07183E-06   0.00000E+00
   1.36854E+01   6.86640E-01   1.42762E-05   1.05661E-06   0.00000E+00
   1.37671E+01   6.88520E-01   1.40687E-05   1.04163E-06   0.00000E+00
   1.38493E+01   6.90396E-01   1.38644E-05   1.02690E-06   0.00000E+00
   1.39320E+01   6.92267E-01   1.36634E-05   1.01242E-06   0.00000E+00
   1.40151E+01   6.94134E-01   1.34655E-05   9.98162E-07   0.00000E+00
   1.40988E+01   6.95996E-01   1.32707E-05   9.84139E-07   0.00000E+00
   1.41828E+01   6.97855E-01   1.30789E-05   9.70340E-07   0.00000E+00
   1.42674E+01   6.99709E-01   1.28901E-05   9.56762E-07   0.00000E+00
   1.43524E+01   7.01559E-01   1.27043E-05   9.43400E-07   0.00000E+00
   1.44380E+01   7.03406E-01   1.25213E-05   9.30248E-07   0.00000E+00
   1.45240E+01   7.05248E-01   1.23412E-05   9.17303E-07   0.00000E+00
   1.46104E+01   7.07087E-01   1.21638E-05   9.04559E-07   0.00000E+00
   1.46974E+01   7.08923E-01   1.19892E-05   8.92011E-07   0.00000E+00
   1.47849E+01   7.10756E-01   1.18172E-05   8.79655E-07   0.00000E+00
   1.48728E+01   7.12585E-01   1.16479E-05   8.67487E-07   0.00000E+00
   1.49613E+01   7.14412E-01   1.14812E-05   8.55501E-07   0.00000E+00
   1.50502E+01   7.16236E-01   1.13170E-05   8.43694E-07   0.00000E+00
   1.51397E+01   7.18057E-01   1.11553E-05   8.32060E-07   0.00000E+00
   1.52296E+01   7.19876E-01   1.09961E-05   8.20596E-07   0.00000E+00
   1.53201E+01   7.21693E-01   1.08393E-05   8.09297E-07   0.00000E+00
   1.54111E+01   7.23508E-01   1.06848E-05   7.98158E-07   0.00000E+00
   1.55026E+01   7.25321E-01   1.05327E-05   7.87177E-07   0.00000E+00
   1.55946E+01   7.27133E-01   1.03829E-05   7.76348E-07   0.00000E+00
   1.56871E+01   7.28943E-01   1.02353E-05   7.65669E-07   0.00000E+00
   1.57802E+01   7.30752E-01   1.00899E-05   7.55135E-07   0.00000E+00
   1.58737E+01   7.32560E-01   9.94669E-06   7.44742E-07   0.00000E+00
   1.59678E+01   7.34367E-01   9.80559E-06   7.34487E-07   0.00000E+00
   1.60625E+01   7.36174E-01   9.66656E-06   7.24365E-07   0.00000E+00
   1.61577E+01   7.37981E-01   9.52953E-06   7.14371E-07   0.00000E+00
   1.62536E+01   7.39789E-01   9.39447E-06   7.04502E-07   0.00000E+00
   1.63500E+01   7.41596E-01   9.26135E-06   6.94756E-07   0.00000E+00
   1.64470E+01   7.43404E-01   9.13013E-06   6.85129E-07   0.00000E+00
   1.65446E+01   7.45213E-01   9.00079E-06   6.75621E-07   0.00000E+00
   1.66428E+01   7.47023E-01   8.87329E-06   6.66228E-07   0.00000E+00
   1.67416E+01   7.48833E-01   8.74762E-06   6.56950E-07   0.00000E+00
   1.68411E+01   7.50643E-01   8.62376E-06   6.47784E-07   0.00000E+00
   1.69411E+01   7.52454E-01   8.50165E-06   6.38728E-07   0.00000E+00
   1.70418E+01   7.54266E-01   8.38128E-06   6.29782E-07   0.00000E+00
   1.71431E+01   7.56079E-01   8.26265E-06   6.20944E-07   0.00000E+00
   1.72450E+01   7.57892E-01   8.14570E-06   6.12212E-07   0.00000E+00
   1.73476E+01   7.59705E-01   8.03043E-06   6.03586E-07   0.00000E+00
   1.74508E+01   7.61519E-01   7.91680E-06   5.95064E-07   0.00000E+00
   1.75546E+01   7.63333E-01   7.80480E-06   5.86645E-07   0.00000E+00
   1.76591E+01   7.65148E-01   7.69440E-06   5.78328E-07   0.00000E+00
   1.77642E+01   7.66962E-01   7.58559E-06   5.70113E-07   0.00000E+00
   1.78700E+01   7.68777E-01   7.47833E-06   5.61998E-07   0.00000E+00
   1.79765E+01   7.70591E-01   7.37261E-06   5.53982E-07   0.00000E+00
   1.80836E+01   7.72406E-01   7.26840E-06   5.46065E-07   0.00000E+00
   1.81913E+01   7.74220E-01   7.16569E-06   5.38247E-07   0.00000E+00
   1.82998E+01   7.76034E-01   7.06445E-06   5.30524E-07   0.00000E+00
   1.84089E+01   7.77847E-01   6.96466E-06   5.22898E-07   0.00000E+00
   1.85187E+01   7.79660E-01   6.86630E-06   5.15368E-07   0.00000E+00
   1.86291E+01   7.81473E-01   6.76936E-06   5.07933E-07   0.00000E+00
   1.87403E+01   7.83284E-01   6.67381E-06   5.00591E-07   0.00000E+00
   1.88521E+01   7.85094E-01   6.57963E-06   4.93342E-07   0.00000E+00
   1.89647E+01   7.86904E-01   6.48681E-06   4.86186E-07   0.00000E+00
   1.90779E+01   7.88712E-01   6.39532E-06   4.79121E-07   0.00000E+00
   1.91919E+01   7.90520E-01   6.30515E-06   4.72147E-07   0.00000E+00
   1.93065E+01   7.92326E-01   6.21627E-06   4.65263E-07   0.00000E+00
   1.94219E+01   7.94130E-01   6.12868E-06   4.58468E-07   0.00000E+00
   1.95379E+01   7.95933E-01   6.04234E-06   4.51762E-07   0.00000E+00
   1.96547E+01   7.97734E-01   5.95725E-06   4.45143E-07   0.00000E+00
   1.97723E+01   7.99534E-01   5.87338E-06   4.38611E-07   0.00000E+00
   1.98905E+01   8.01332E-01   5.79072E-06   4.32165E-07   0.00000E+00
   2.00095E+01   8.03128E-01   5.70925E-06   4.25804E-07   0.00000E+00
   2.01292E+01   8.04922E-01   5.62896E-06   4.19527E-07   0.00000E+00
   2.02497E+01   8.06714E-01   5.54982E-06   4.13334E-07   0.00000E+00
   2.03709E+01   8.08503E-01   5.47182E-06   4.07223E-07   0.00000E+00
   2.04929E+01   8.10291E-01   5.39494E-06   4.01195E-07   0.00000E+00
   2.06156E+01   8.12076E-01   5.31917E-06   3.95247E-07   0.00000E+00
   2.07391E+01   8.13858E-01   5.24450E-06   3.89380E-07   0.00000E+00
   2.08634E+01   8.15639E-01   5.17090E-06   3.83591E-07   0.00000E+00
   2.09884E+01   8.17416E-01   5.09836E-06   3.77882E-07   0.00000E+00
   2.11142E+01   8.19191E-01   5.02686E-06   3.72250E-07   0.00000E+00
   2.12408E+01   8.20963E-01   4.95640E-06   3.66695E-07   0.00000E+00
   2.13681E+01   8.22733E-01   4.88695E-06   3.61216E-07   0.00000E+00
   2.14963E+01   8.24499E-01   4.81850E-06   3.55812E-07   0.00000E+00
   2.16253E+01   8.26263E-01   4.75103E-06   3.50482E-07   0.00000E+00
   2.17550E+01   8.28023E-01   4.68454E-06   3.45226E-07   0.00000E+00
   2.18856E+01   8.29781E-01   4.61900E-06   3.40043E-07   0.00000E+00
   2.20169E+01   8.31535E-01   4.55441E-06   3.34931E-07   0.00000E+00
   2.21491E+01   8.33287E-01   4.49075E-06   3.29891E-07   0.00000E+00
   2.22821E+01   8.35035E-01   4.42800E-06   3.24921E-07   0.00000E+00
   2.24160E+01   8.36779E-01   4.36616E-06   3.20020E-07   0.00000E+00
   2.25506E+01   8.38520E-01   4.30520E-06   3.15188E-07   0.00000E+00
   2.26861E+01   8.40258E-01   4.24513E-06   3.10423E-07   0.00000E+00
   2.28225E+01   8.41993E-01   4.18591E-06   3.05726E-07   0.00000E+00
   2.29597E+01   8.43723E-01   4.12755E-06   3.01094E-07   0.00000E+00
   2.30977E+01   8.45451E-01   4.07003E-06   2.96529E-07   0.00000E+00
   2.32366E+01   8.47174E-01   4.01333E-06   2.92027E-07   0.00000E+00
   2.33764E+01   8.48894E-01   3.95745E-06   2.87590E-07   0.00000E+00
   2.35170E+01   8.50610E-01   3.90237E-06   2.83215E-07   0.00000E+00
   2.36585E+01   8.52322E-01   3.84808E-06   2.78903E-07   0.00000E+00
   2.38009E+01   8.54031E-01   3.79457E-06   2.74652E-07   0.00000E+00
   2.39441E+01   8.55735E-01   3.74182E-06   2.70462E-07   0.00000E+00
   2.40883E+01   8.57436E-01   3.68984E-06   2.66332E-07   0.00000E+00
